Brand,Price,Gender,향수이름(KOR),Name,Rate,Main Components,Winter,Spring,Summer,Fall,season,Day,Night,설명글,Top Notes,Middle Notes,Base Notes,Longetivity,Image,Skin type,Style,MBTI
Zara,"55,900",여성,레드 템테이션 엘릭서 퍼퓸,Red Temptation Elixir Parfum Zara for women and men,4.19,"woody: 100%;, warm spicy: 97.6986%;, sweet: 96.1946%;, citrus: 84.8668%;, amber: 83.8051%;, metallic: 69.8226%;, aromatic: 69.646%;, musky: 65.3977%;, white floral: 63.6282%;, leather: 61.858%;",100,51.8182,19.0909,95.4545,winter,54.5455,94.5455,자라(Zara)의 레드 템테이션 엘릭서 퍼퓸(Red Temptation Elixir Parfum)은 여성과 남성을 위한 향수입니다. 레드 템테이션 엘릭서 퍼퓸(Red Temptation Elixir Parfum)은 2023년에 출시되었습니다.,,"Praline, Jasmine","Woody Notes, Amber, Musk",long lasting,https://fimgs.net/mdimg/perfume/375x500.83872.jpg,건성,"클래식, 럭셔리, 레트로/빈티지","ENFJ, ENTP, ENTJ, ESFJ, ESFP, ESTJ, ISFP, INFP, INTP, ISFJ, INFJ, INTJ"
Zara,"35,900",여성,골든 디케이드,Golden Decade Zara for women,4.3,"white floral: 100%;, vanilla: 78.9121%;, citrus: 72.2489%;, lavender: 61.6317%;, sweet: 54.7049%;, powdery: 44.6735%;",88.7133,53.9503,25.395,100,fall,69.7517,87.5847,자라(Zara)의 골든 디케이드(Golden Decade)는 여성을 위한 오리엔탈 향수입니다. 골든 디케이드(Golden Decade)는 2021년에 출시되었습니다. ,Mandarin Orange,"Orange Blossom, Jasmine, Lavender",Vanilla,moderate,https://fimgs.net/mdimg/perfume/375x500.69404.jpg,"건성, 민감성","로맨틱, 럭셔리, 보헤미안","ESFP, ESFJ"
Zara,"39,000",여성,레드 템테이션 바닐라,Red Temptation Vanille Zara for women,4.15,"warm spicy: 100%;, vanilla: 100%;, cacao: 78.2758%;, amber: 71.0345%;, powdery: 65.1207%;, sweet: 64.2757%;, metallic: 54.1381%;, floral: 51.4828%;, leather: 49.3103%;, white floral: 44.483%;",100,32.6087,15.2174,93.4783,winter,32.6087,82.6087,자라(Zara)의 레드 템테이션 바닐라(Red Temptation Vanille)은 여성을 위한 오리엔탈 바닐라 향수입니다. 레드 템테이션 바닐라(Red Temptation Vanille)는 2024년에 출시되었습니다.,"Saffron, Jasmine ","Cacao, Vanilla Orchid, Jasmine","Vanilla, Amber",long lasting,https://fimgs.net/mdimg/perfume/375x500.92810.jpg,건성,"클래식, 로맨틱, 럭셔리","ESFP, ESFJ, ENFJ, ENTJ, ISFP"
Zara,"29,900",남성,포 힘 레드 에디션 인텐스,Zara For Him Red Edition Intense Zara for men,4.34,"vanilla: 100%;, amber: 96.3267%;, citrus: 78.9796%;, sweet: 54.0816%;, aromatic: 53.8774%;, powdery: 52.3469%;, fresh spicy: 49.592%;",100,70.1493,29.8507,98.5075,winter,58.209,89.5522,자라(Zara)의 포 힘 레드 에디션 인텐스(For Him Red Edition Intense)는 남성을 위한 오리엔탈 스파이시 향수입니다. 포 힘 레드 에디션 인텐스(For Him Red Edition Intense)는 2024년에 출시되었습니다.,"Bergamot, Grapefruit","Amber, Tonka Bean",Vanilla ,long lasting,https://fimgs.net/mdimg/perfume/375x500.92186.jpg,"건성, 민감성","로맨틱, 럭셔리, 보헤미안","ESFP, ESFJ"
Zara,"29,000",남성,바이브런트 레더,Vibrant Leather Zara for men,4.21,"citrus: 100%;, woody: 66.909%;, leather: 58.7636%;, patchouli: 57.491%;, aromatic: 51%;, fresh spicy: 46.5453%;, earthy: 45.8838%;, animalic: 44.3819%;",20.8459,91.5408,94.864,58.006,summer,100,42.2961,자라(Zara)의 바이브런트 레더(Vibrant Leather)는 남성용 우디 향수입니다. 바이브런트 레더(Vibrant Leather)는 2016년에 출시되었습니다. 조향사는 제롬 에피네트(Jérôme Epinette)입니다.,"Lemon, Bergamot","Leather, Bamboo",Patchouli,moderate,https://fimgs.net/mdimg/perfume/375x500.41963.jpg,건성,"보헤미안, 레트로/빈티지, 럭셔리","ENTJ, ISTJ"
Zara,"37,900",남성,레드 템테이션 샌달우드,Red Temptation Sandalwood Zara for women and men,4.26,"warm spicy: 100%;, woody: 96.9649%;, powdery: 81.9784%;, amber: 79.3228%;, vanilla: 56.5584%;, balsamic: 55.0406%;, violet: 52.7644%;, fresh spicy: 52.7644%;, iris: 52.7644%;, aromatic: 49.7288%;",97.7778,46.6667,22.2222,100,fall,60,77.7778,자라(Zara)의 레드 템테이션 샌달우드(Red Temptation Sandalwood)는 여성과 남성을 위한 우디 향수입니다. 레드 템테이션 샌달우드(Red Temptation Sandalwood)는 2024년에 출시되었습니다.,"Saffron, White Pepper","Iris, Violet, Ambergris","White Sandalwood, Sandalwood, Tonka Bean",long lasting,https://fimgs.net/mdimg/perfume/375x500.92812.jpg,"건성, 민감성, 복합성","클래식, 로맨틱, 럭셔리","ENTP, INFJ, INTP, INTJ, ISFP, ISFJ, INFP, ISTP"
Zara,"29,000",남성,바이브런트 레더 보고스,Vibrant Leather Bogoss Zara for men,4.3,"fruity: 100%;, sweet: 92.2222%;, tropical: 68.8889%;, citrus: 61.9605%;, fresh: 58.8314%;, woody: 50.3606%;, leather: 45.6448%;",13.6842,84.812,100,32.1805,summer,87.6692,31.7293,자라(Zara)의 바이브런트 레더 보고스(Vibrant Leather Bogoss)는 남성을 위한 우디 아로마틱 향수입니다. 바이브런트 레더 보고스(Vibrant Leather Bogoss)는 2021년에 출시되었습니다. 조향사는 제롬 에피네트(Jérôme Epinette)입니다. ,"Lemon, Bergamot, Grapefruit",Pineapple,"Cedar, Leather, Patchouli",moderate,https://fimgs.net/mdimg/perfume/375x500.66891.jpg,건성,"보헤미안, 레트로/빈티지, 럭셔리","ENTP, ENTJ, ESTP, INFJ, INTP, INTJ, ISFP, ISFJ, ISTP, ISTJ"
Zara,"16,900",남성,그린 새비지,Green Savage Zara for men,3.93,"citrus: 100%;, lavender: 84.6342%;, fresh spicy: 81.3902%;, aromatic: 76.2681%;, woody: 71.1464%;, floral: 45.9634%;, herbal: 44.427%;",31.6176,88.9706,100,52.9412,summer,96.3235,36.7647,자라(Zara)의 그린 새비지(Green Savage)는 남성을 위한 오리엔탈 향수입니다. 그린 새비지(Green Savage)는 2021년에 출시되었습니다.,Bergamot,Lavender,Cedar,moderate,https://fimgs.net/mdimg/perfume/375x500.72141.jpg,건성,"모던/미니멀, 보헤미안, 럭셔리","ENTP, INFJ, INTP, INTJ, ISFP, ISFJ"
Zara,"60,000",여성,레드 템테이션 타바코,Red Temptation Tobacco Zara for women and men,4.27,"tobacco: 100%;, warm spicy: 73.5363%;, soft spicy: 73.0244%;, sweet: 72.6828%;, white floral: 67.5607%;, rose: 60.0487%;, metallic: 55.6098%;, leather: 50.4877%;, musky: 48.4391%;, floral: 44.6827%;",100,59.2593,33.3333,96.2963,winter,51.8519,77.7778,자라(Zara)의 레드 템테이션 타바고(Red Temptation Tobacco)는 여성과 남성을 위한 아로마 향수입니다. 레드 템테이션 타바코(Red Temptation Tobacco)는 2024년에 출시되었습니다.,Pink Pepper,"Jasmine, Saffron","Tobacco, Rock Rose",long lasting,https://fimgs.net/mdimg/perfume/375x500.92811.jpg,복합성,"보헤미안, 레트로/빈티지, 럭셔리","ENFP, ENFJ, ENTP, ESFJ, INFP, ISFP"
Zara,"29,900",남성,서울 강남구 신사동 532-8,Seoul 532-8 Sinsa Dong Gangnam - Gu Zara for men,3.99,"yellow floral: 100%;, amber: 72%;, sweet: 65.0001%;, woody: 58%;, fresh spicy: 51.9999%;",15.2838,96.9432,100,37.5546,summer,97.8166,31.441,자라(Zara)의 서울 강남구 신사동 532-8(Seoul 532-8 Sinsa Dong Gangnam)은 남성용 아로마 향수입니다. 서울 강남구 신사동 532-8(Seoul 532-8 Sinsa Dong Gangnam)는 2022년에 출시되었습니다. ,Pepper,Ylang-Ylang,Amber,moderate,https://fimgs.net/mdimg/perfume/375x500.72332.jpg,건성,"클래식, 로맨틱, 럭셔리","ENFJ, ENTJ, ESFJ, ISFP"
Kenzo,"92,000",여성,로 겐조 뿌르 팜므,L'Eau Kenzo Pour Femme Hyper Wave Kenzo for women,3.64,"citrus: 100%;, floral: 85.7319%;, white floral: 74.8803%;, aquatic: 64.8326%;, ozonic: 57.866%;, fresh spicy: 44.2681%;",4.54545,75,100,15.9091,summer,92.4242,10.6061,겐조(Kenzo)의 로 겐조 뿌르 팜므(L'eau Kenzo Pour Femme)는 여성을 위한 플로럴 아쿠아틱 향수입니다. 로 겐조 뿌르 팜므(L'eau Kenzo Pour Femme)는 2020년에 출시되었습니다. 조향사는 올리비에 크레스프(Olivier Cresp)입니다.,Pink Grapefruit,Orange Blossom,Lotus,moderate,https://fimgs.net/mdimg/perfume/375x500.58786.jpg,"지성, 건성, 복합성, 민감성","로맨틱, 럭셔리, 보헤미안","ENFP, ENFJ, ENTP, ESFJ, INFP, ISFP"
Kenzo,"92,000",남성,로 겐조 뿌르 옴므,L'Eau Kenzo Pour Homme Hyper Wave Kenzo for men,3.94,"citrus: 100%;, marine: 100%;, mossy: 72.2642%;, aromatic: 71.9999%;, earthy: 59.5849%;, salty: 57.9998%;, aquatic: 51.0001%;, fruity: 44.0001%;",9.02778,58.3333,100,18.0556,summer,75.6944,9.02778,겐조(Kenzo)의 로 겐조 뿌르 옴므(L'eau Kenzo Pour Homme)는 남성을 위한 아로마 아쿠아틱 향수입니다. 로 겐조 뿌르 옴므(L'eau Kenzo Pour Homme)는 2020년에 출시되었습니다. 조향사는 올리비에 크레스프(Olivier Cresp)와 알렉산드라 모네(Alexandra Monet)입니다.,Mandarin Orange,Sea Notes,Moss,moderate,https://fimgs.net/mdimg/perfume/375x500.58787.jpg,"지성, 복합성","보헤미안, 모던/미니멀, 럭셔리","INFP, ISTP"
Kenzo,"122,000",여성,플라워 바이 겐조 포피,Flower by Kenzo Poppy Bouquet Eau de Parfum Kenzo for women,3.73,"white floral: 100%;, fruity: 74.5623%;, rose: 70.151%;, woody: 68.6717%;, nutty: 59.0039%;, lactonic: 58%;, aquatic: 55.4641%;, green: 51.5019%;",23.8482,100,63.1436,46.6125,spring,91.3279,23.5772,겐조(Kenzo)의 플라워 바이 겐조 포피(Flower by Kenzo Poppy)는 여성을 위한 플로럴 향수입니다. 플라워 바이 겐조 포피(Flower by Kenzo Poppy)는 2020년에 출시되었습니다. 조향사는 도라 바그리치(Dora Baghriche)와 알베르토 모리야스(Alberto Morillas)입니다. ,Pear,"Gardenia, Bulgarian Rose",Almondwood,moderate,https://fimgs.net/mdimg/perfume/375x500.58624.jpg,건성,"보헤미안, 모던/미니멀, 럭셔리","ENTP, INFJ, INTP, INTJ, ISFP, ISFJ"
Kenzo,"110,000",여성,플라워 바이 겐조,Flower by Kenzo Kenzo for women,3.62,"powdery: 100%;, floral: 89.1973%;, violet: 86.2826%;, rose: 73.3407%;, amber: 70.718%;, vanilla: 68.9551%;, musky: 67.8311%;, sweet: 61.9441%;, balsamic: 60.6097%;, smoky: 49.0305%;",53.7572,81.1098,40.3468,57.5491,spring,100,38.0347,겐조(Kenzo)의 플라워 바이 겐조(Flower by Kenzo)는 여성을 위한 오리엔탈 플로럴 향수입니다. 플라워 바이 겐조(Flower by Kenzo)는 2000년에 출시되었습니다. 조향사는 알베르토 모리야스(Alberto Morillas)와 크리스티앙 뒤술리에(Christian Dussoulier)입니다.,Pink Pepper,Bulgarian Rose,"Vanilla, White Musk",moderate,https://fimgs.net/mdimg/perfume/375x500.72.jpg,"민감성, 건성","클래식, 로맨틱, 럭셔리","ENFJ, ESFP, ESFJ, ESTJ, INFP, INTP, ISFJ"
Kenzo,"95,000",남성,겐조 옴므 오 드 퍼퓸,Kenzo Homme Eau de Parfum Kenzo for men,4.27,"marine: 100%;, leather: 91.4034%;, patchouli: 76.0525%;, aromatic: 72.0001%;, animalic: 60.7019%;, salty: 57.9999%;, woody: 57.6315%;, warm spicy: 53.0264%;, aquatic: 51%;, earthy: 48.421%;",53.8308,100,89.0547,89.9502,spring,88.3582,85.7711,겐조(Kenzo)의 겐조 옴므 오 드 퍼퓸(Kenzo Homme Eau de Parfum)는 남성용 향수입니다. 겐조 옴므 오 드 퍼퓸(Kenzo Homme Eau de Parfum)는 2022년에 출시되었습니다. 조향사는 쿠엔틴 비쉬(Quentin Bisch)입니다.,"Marine, Chili Pepper","Leather, Patchouli",Sandalwood,long lasting,https://fimgs.net/mdimg/perfume/375x500.73225.jpg,"건성, 복합성","럭셔리, 클래식, 보헤미안","ENTP, INFJ, INTP, INTJ, ISFP, ISFJ"
Kenzo,"95,000",남성,겐조 옴므 마린,Kenzo Homme Marine Kenzo for men,4.13,"woody: 100%;, marine: 98.5138%;, yellow floral: 89.4337%;, aromatic: 75.7311%;, powdery: 66.1142%;, sweet: 62.317%;, salty: 57.4056%;, musky: 56.0025%;, aquatic: 50.5543%;, warm spicy: 48.4907%;",11.3122,83.4842,100,28.9593,summer,90.0452,32.5792,겐조(Kenzo)의 겐조 옴므 마린(Kenzo Homme Marine) 남성을 위한 우디 아쿠아틱 향수입니다. 겐조 옴므 마린(Kenzo Homme Marine)은 2023년에 출시되었습니다. 조향사는 쿠엔틴 비쉬(Quentin Bisch)입니다.,Marine,Ylang-Ylang,"Sandalwood, White Musk",long lasting,https://fimgs.net/mdimg/perfume/375x500.80042.jpg,"건성, 민감성, 복합성","모던/미니멀, 럭셔리, 클래식","ENFJ, ESFP, ESTJ, INFP, INFJ, INTP, INTJ, ISFP, ISFJ"
Kenzo,"129,000",unisex,레브 로투스,Rêve Lotus Kenzo for women and men,3.91,"powdery: 100%;, floral: 93.1629%;, musky: 90.2325%;, yellow floral: 81.279%;, woody: 56.0464%;, aquatic: 55.2325%;, amber: 54.4187%;, sweet: 51.6514%;, ozonic: 50.1862%;",24.2424,100,74.2424,51.5152,spring,89.3939,19.697,겐조(Kenzo)의 레브 로투스(Rêve Lotus)는 여성과 남성을 위한 플로럴 우디 머스크 향수입니다. 레브 로투스(Rêve Lotus)는 2022년에 출시되었습니다. 조향사는 쿠엔틴 비쉬(Quentin Bisch)입니다.,Lotus,Musk,Sandalwood,moderate,https://fimgs.net/mdimg/perfume/375x500.73085.jpg,"건성, 복합성","럭셔리, 클래식, 보헤미안","ENTP, INFJ, INTP, INTJ, ISFP, ISFJ"
Kenzo,"129,000",unisex,푸드르 마챠,Poudre Matcha Kenzo for women and men,4.01,"powdery: 100%;, musky: 91.4506%;, green: 71.6794%;, vanilla: 67.4047%;, aromatic: 62.0612%;, fresh spicy: 51.3739%;, rose: 49.593%;",26.087,100,78.2609,66.6667,spring,98.5507,26.087,겐조(Kenzo)의 푸드르 마챠(Poudre Matcha)는 여성과 남성을 위한 플로럴 그린 향수입니다. 푸드르 마챠(Poudre Matcha)는 2022년에 출시되었습니다. 조향사는 장 크리스토프 에로(Jean-Christophe Hérault)입니다.,Matcha Tea,Rose,Vanilla,moderate,https://fimgs.net/mdimg/perfume/375x500.73084.jpg,"건성, 민감성","로맨틱, 럭셔리, 보헤미안","ESFP, ESFJ"
Kenzo,"129,000",unisex,꾀르 아주키,Coeur Azuki Kenzo for women and men,3.94,"sweet: 100%;, fruity: 72.4436%;, vanilla: 68.6502%;, savory: 60.0613%;, lactonic: 50.0408%;, soft spicy: 47.8935%;",56.0976,100,80.4878,70.7317,spring,100,39.0244,겐조(Kenzo)의 꾀르 아주키(Coeur Azuki)는 여성과 남성을 위한 플로럴 프루티 구르망 향수입니다. 꾀르 아주키(Coeur Azuki)는 2022년에 출시되었습니다. 조향사는 델핀 르보(Delphine Lebeau)입니다.,Black Currant,Rose,"Rice, Vanilla",moderate,https://fimgs.net/mdimg/perfume/375x500.73087.jpg,"건성, 만감성","로맨틱, 럭셔리, 보헤미안","ESFP, ESFJ"
Kenzo,"133,000",여성,플라워 바이 겐조 파리지엔,Flower by Kenzo La Récolte Parisienne Kenzo for women,3.78,"musky: 100%;, soft spicy: 89.7247%;, rose: 89.7247%;, sweet: 76.5598%;, vanilla: 69.8163%;, citrus: 64.6789%;, floral: 64.6789%;, powdery: 56.3303%;, amber: 49.2661%;, aromatic: 49.2661%;",26.6667,100,66.6667,86.6667,spring,100,46.6667,겐조(Kenzo)의 플라워 바이 겐조 파리지엔(Flower by Kenzo La Récolte Parisienne)은 여성을 위한 플로럴 향수입니다. 플라워 바이 겐조 파리지엔(Flower by Kenzo La Récolte Parisienne)은 2024년에 출시되었습니다. 조향사는 알베르토 모리야스(Alberto Morillas)와 도라 바그리쉬(Dora Baghriche)입니다.,"Pink Pepper, Yellow Tangerine Essence","Damask Rose, Dahlia","White Musk, Vanilla",moderate,https://fimgs.net/mdimg/perfume/375x500.92565.jpg,"민감성, 건성","클래식, 로맨틱, 럭셔리","ENFJ, ESFP, ESFJ, ESTJ, INFP, INTP, ISFJ"
Jimmy Choo,"55,400",남성,아쿠아 맨,Jimmy Choo Man Aqua Jimmy Choo for men,4,"aromatic: 100%;, marine: 72.3255%;, warm spicy: 65.1162%;, citrus: 55.5815%;, earthy: 53.4419%;, patchouli: 52.7907%;, mossy: 50.4652%;, woody: 49.8138%;, soft spicy: 49.6048%;, salty: 46.9303%;",12.5,79.8077,100,24.359,summer,86.5385,20.1923,지미 추(Jimmy Choo)의 아쿠아 맨(Man Aqua)는 남성을 위한 아로마 아쿠아틱 향수입니다. 아쿠아 맨(Man Aqua)는 2022년에 출시되었습니다. 조향사는 폴 겔랑(Paul Guerlain)과 줄리앙 라스키네(Julien Rasquinet)입니다.,"Grapefruit, Cardamom","Geranium, Clary Sage","Woody Amber, Moss",moderate,https://fimgs.net/mdimg/perfume/375x500.73399.jpg,"건성, 지성, 복합성","럭셔리, 보헤미안, 레트로/빈티지","ENTP, ENFJ, ENTJ, ESFJ, INFJ, INTP, INTJ, ISFP, ISFJ"
Jimmy Choo,"103,000",남성,맨,Jimmy Choo Man Jimmy Choo for men,3.72,"sweet: 100%;, fruity: 98.7386%;, lavender: 77.8528%;, musky: 66.6556%;, fresh: 66.0666%;, leather: 65.477%;, tropical: 60.8803%;, ozonic: 60.6918%;, soft spicy: 56.4014%;, patchouli: 56.4014%;",30.7808,100,85.7357,68.018,spring,98.6486,53.9039,지미 추(Jimmy Choo)의 맨(Jimmy Choo Man)은 남성을 위한 아로마 프루티 향수입니다. 맨(Jimmy Choo Man)은 2014년에 출시되었습니다. 조향사는 앤 플리포(Anne Flipo)입니다.,"Lavender, Melon, Mandarin","Pink pepper, geranium, pineapple leaves","Patchouli, Suede, Amber Wood",moderate,https://fimgs.net/mdimg/perfume/375x500.25977.jpg,건성,"럭셔리, 보헤미안, 레트로/빈티지","ENTP, ENFJ, ENTJ, ESFJ, INFJ, INTP, INTJ, ISFP, ISFJ, ISTJ"
